gameID,player,numTricks,numParticles,lambda,useHeuristic,mcIterations,selfish,score,tricksWon,bid,dealer,aggressiveness
3,1,6,1000,1.3,False,0,True,11,1,1,0,normal
3,2,6,1000,1.3,False,0,True,0,5,4,0,normal
4,0,6,1000,1.3,False,1000,True,0,2,1,0,passive
4,1,6,1000,1.3,False,0,True,12,2,2,0,normal
4,2,6,1000,1.3,False,0,True,0,2,1,0,normal
5,0,6,1000,1.3,False,1000,True,0,4,1,2,passive
5,1,6,1000,1.3,False,0,True,0,2,3,2,normal
5,2,6,1000,1.3,False,0,True,10,0,0,2,normal
6,0,6,1000,1.3,False,1000,True,11,1,1,2,passive
6,1,6,1000,1.3,False,0,True,0,2,3,2,normal
6,2,6,1000,1.3,False,0,True,13,3,3,2,normal
7,0,6,1000,1.3,False,1000,True,0,2,0,1,passive
7,1,6,1000,1.3,False,0,True,0,3,5,1,normal
7,2,6,1000,1.3,False,0,True,0,1,2,1,normal
8,0,6,1000,1.3,False,1000,True,0,0,5,0,passive
8,1,6,1000,1.3,False,0,True,13,3,3,0,normal
8,2,6,1000,1.3,False,0,True,0,3,0,0,normal
9,0,6,1000,1.3,False,1000,True,0,4,3,1,passive
9,1,6,1000,1.3,False,0,True,0,1,0,1,normal
9,2,6,1000,1.3,False,0,True,0,1,2,1,normal
10,0,6,1000,1.3,False,1000,True,11,1,1,2,passive
10,1,6,1000,1.3,False,0,True,0,2,3,2,normal
10,2,6,1000,1.3,False,0,True,0,3,1,2,normal
11,0,6,1000,1.3,False,1000,True,12,2,2,1,passive
11,1,6,1000,1.3,False,0,True,0,2,1,1,normal
11,2,6,1000,1.3,False,0,True,12,2,2,1,normal
12,0,6,1000,1.3,False,1000,True,0,1,0,1,passive
12,1,6,1000,1.3,False,0,True,13,3,3,1,normal
12,2,6,1000,1.3,False,0,True,12,2,2,1,normal
13,0,6,1000,1.3,False,1000,True,0,1,0,1,passive
13,1,6,1000,1.3,False,0,True,0,2,5,1,normal
13,2,6,1000,1.3,False,0,True,0,3,2,1,normal
14,0,6,1000,1.3,False,1000,True,0,4,2,0,passive
14,1,6,1000,1.3,False,0,True,12,2,2,0,normal
14,2,6,1000,1.3,False,0,True,0,0,1,0,normal
15,0,6,1000,1.3,False,1000,True,0,0,2,0,passive
15,1,6,1000,1.3,False,0,True,13,3,3,0,normal
15,2,6,1000,1.3,False,0,True,0,3,0,0,normal
16,0,6,1000,1.3,False,1000,True,0,3,2,1,passive
16,1,6,1000,1.3,False,0,True,0,1,2,1,normal
16,2,6,1000,1.3,False,0,True,0,2,1,1,normal
17,0,6,1000,1.3,False,1000,True,0,5,2,2,passive
17,1,6,1000,1.3,False,0,True,11,1,1,2,normal
17,2,6,1000,1.3,False,0,True,0,0,2,2,normal
18,0,6,1000,1.3,False,1000,True,0,0,6,0,passive
18,1,6,1000,1.3,False,0,True,0,6,2,0,normal
18,2,6,1000,1.3,False,0,True,10,0,0,0,normal
19,0,6,1000,1.3,False,1000,True,11,1,1,2,passive
19,1,6,1000,1.3,False,0,True,0,2,3,2,normal
19,2,6,1000,1.3,False,0,True,0,3,1,2,normal
20,0,6,1000,1.3,False,1000,True,10,0,0,2,passive
20,1,6,1000,1.3,False,0,True,0,3,2,2,normal
20,2,6,1000,1.3,False,0,True,13,3,3,2,normal
21,0,6,1000,1.3,False,1000,True,0,2,3,0,passive
21,1,6,1000,1.3,False,0,True,0,2,1,0,normal
21,2,6,1000,1.3,False,0,True,0,2,1,0,normal
22,0,6,1000,1.3,False,1000,True,0,1,0,0,passive
22,1,6,1000,1.3,False,0,True,14,4,4,0,normal
22,2,6,1000,1.3,False,0,True,0,1,0,0,normal
23,0,6,1000,1.3,False,1000,True,0,1,0,1,passive
23,1,6,1000,1.3,False,0,True,0,3,5,1,normal
23,2,6,1000,1.3,False,0,True,12,2,2,1,normal
24,0,6,1000,1.3,False,1000,True,0,3,1,2,passive
24,1,6,1000,1.3,False,0,True,0,1,2,2,normal
24,2,6,1000,1.3,False,0,True,0,2,4,2,normal
25,0,6,1000,1.3,False,1000,True,10,0,0,1,passive
25,1,6,1000,1.3,False,0,True,11,1,1,1,normal
25,2,6,1000,1.3,False,0,True,0,5,4,1,normal
26,0,6,1000,1.3,False,1000,True,0,1,2,2,passive
26,1,6,1000,1.3,False,0,True,13,3,3,2,normal
26,2,6,1000,1.3,False,0,True,12,2,2,2,normal
27,0,6,1000,1.3,False,1000,True,10,0,0,2,passive
27,1,6,1000,1.3,False,0,True,0,4,5,2,normal
27,2,6,1000,1.3,False,0,True,12,2,2,2,normal
28,0,6,1000,1.3,False,1000,True,0,1,2,0,passive
28,1,6,1000,1.3,False,0,True,0,4,2,0,normal
28,2,6,1000,1.3,False,0,True,11,1,1,0,normal
29,0,6,1000,1.3,False,1000,True,0,3,0,2,passive
29,1,6,1000,1.3,False,0,True,12,2,2,2,normal
29,2,6,1000,1.3,False,0,True,0,1,3,2,normal
30,0,6,1000,1.3,False,1000,True,0,3,2,2,passive
30,1,6,1000,1.3,False,0,True,0,1,2,2,normal
30,2,6,1000,1.3,False,0,True,0,2,1,2,normal
31,0,6,1000,1.3,False,1000,True,12,2,2,0,passive
31,1,6,1000,1.3,False,0,True,10,0,0,0,normal
31,2,6,1000,1.3,False,0,True,0,4,2,0,normal
32,0,6,1000,1.3,False,1000,True,12,2,2,0,passive
32,1,6,1000,1.3,False,0,True,12,2,2,0,normal
32,2,6,1000,1.3,False,0,True,0,2,1,0,normal
33,0,6,1000,1.3,False,1000,True,10,0,0,2,passive
33,1,6,1000,1.3,False,0,True,12,2,2,2,normal
33,2,6,1000,1.3,False,0,True,0,4,5,2,normal
34,0,6,1000,1.3,False,1000,True,10,0,0,2,passive
34,1,6,1000,1.3,False,0,True,0,4,3,2,normal
34,2,6,1000,1.3,False,0,True,0,2,4,2,normal
35,0,6,1000,1.3,False,1000,True,0,1,0,2,passive
35,1,6,1000,1.3,False,0,True,0,2,3,2,normal
35,2,6,1000,1.3,False,0,True,0,3,2,2,normal
36,0,6,1000,1.3,False,1000,True,0,1,0,1,passive
36,1,6,1000,1.3,False,0,True,13,3,3,1,normal
36,2,6,1000,1.3,False,0,True,0,2,4,1,normal
37,0,6,1000,1.3,False,1000,True,10,0,0,2,passive
37,1,6,1000,1.3,False,0,True,0,3,2,2,normal
37,2,6,1000,1.3,False,0,True,0,3,5,2,normal
38,0,6,1000,1.3,False,1000,True,0,1,0,2,passive
38,1,6,1000,1.3,False,0,True,0,1,3,2,normal
38,2,6,1000,1.3,False,0,True,14,4,4,2,normal
39,0,6,1000,1.3,False,1000,True,11,1,1,0,passive
39,1,6,1000,1.3,False,0,True,0,3,1,0,normal
39,2,6,1000,1.3,False,0,True,12,2,2,0,normal
40,0,6,1000,1.3,False,1000,True,0,0,1,1,passive
40,1,6,1000,1.3,False,0,True,0,5,6,1,normal
40,2,6,1000,1.3,False,0,True,11,1,1,1,normal
41,0,6,1000,1.3,False,1000,True,10,0,0,1,passive
41,1,6,1000,1.3,False,0,True,13,3,3,1,normal
41,2,6,1000,1.3,False,0,True,0,3,2,1,normal
42,0,6,1000,1.3,False,1000,True,0,1,0,2,passive
42,1,6,1000,1.3,False,0,True,0,4,2,2,normal
42,2,6,1000,1.3,False,0,True,0,1,3,2,normal
43,0,6,1000,1.3,False,1000,True,0,2,1,0,passive
43,1,6,1000,1.3,False,0,True,0,2,1,0,normal
43,2,6,1000,1.3,False,0,True,12,2,2,0,normal
44,0,6,1000,1.3,False,1000,True,10,0,0,1,passive
44,1,6,1000,1.3,False,0,True,0,4,6,1,normal
44,2,6,1000,1.3,False,0,True,0,2,1,1,normal
45,0,6,1000,1.3,False,1000,True,0,2,1,1,passive
45,1,6,1000,1.3,False,0,True,0,3,2,1,normal
45,2,6,1000,1.3,False,0,True,0,1,2,1,normal
46,0,6,1000,1.3,False,1000,True,0,3,2,0,passive
46,1,6,1000,1.3,False,0,True,0,0,1,0,normal
46,2,6,1000,1.3,False,0,True,0,3,1,0,normal
47,0,6,1000,1.3,False,1000,True,0,1,2,1,passive
47,1,6,1000,1.3,False,0,True,0,3,2,1,normal
47,2,6,1000,1.3,False,0,True,0,2,1,1,normal
48,0,6,1000,1.3,False,1000,True,11,1,1,2,passive
48,1,6,1000,1.3,False,0,True,0,3,2,2,normal
48,2,6,1000,1.3,False,0,True,0,2,5,2,normal
49,0,6,1000,1.3,False,1000,True,0,1,0,0,passive
49,1,6,1000,1.3,False,0,True,0,2,3,0,normal
49,2,6,1000,1.3,False,0,True,0,3,2,0,normal
50,0,6,1000,1.3,False,1000,True,0,3,1,1,passive
50,1,6,1000,1.3,False,0,True,11,1,1,1,normal
50,2,6,1000,1.3,False,0,True,0,2,3,1,normal
51,0,6,1000,1.3,False,1000,True,0,4,2,0,passive
51,1,6,1000,1.3,False,0,True,0,0,1,0,normal
51,2,6,1000,1.3,False,0,True,12,2,2,0,normal
52,0,6,1000,1.3,False,1000,True,0,1,0,1,passive
52,1,6,1000,1.3,False,0,True,0,3,4,1,normal
52,2,6,1000,1.3,False,0,True,0,2,1,1,normal
53,0,6,1000,1.3,False,1000,True,0,0,1,2,passive
53,1,6,1000,1.3,False,0,True,0,4,5,2,normal
53,2,6,1000,1.3,False,0,True,0,2,1,2,normal
54,0,6,1000,1.3,False,1000,True,11,1,1,0,passive
54,1,6,1000,1.3,False,0,True,0,4,1,0,normal
54,2,6,1000,1.3,False,0,True,0,1,2,0,normal
55,0,6,1000,1.3,False,1000,True,0,1,0,0,passive
55,1,6,1000,1.3,False,0,True,0,5,4,0,normal
55,2,6,1000,1.3,False,0,True,10,0,0,0,normal
56,0,6,1000,1.3,False,1000,True,0,4,1,2,passive
56,1,6,1000,1.3,False,0,True,0,0,1,2,normal
56,2,6,1000,1.3,False,0,True,0,2,3,2,normal
57,0,6,1000,1.3,False,1000,True,0,4,3,0,passive
57,1,6,1000,1.3,False,0,True,0,1,2,0,normal
57,2,6,1000,1.3,False,0,True,0,1,0,0,normal
58,0,6,1000,1.3,False,1000,True,11,1,1,2,passive
58,1,6,1000,1.3,False,0,True,0,0,1,2,normal
58,2,6,1000,1.3,False,0,True,15,5,5,2,normal
59,0,6,1000,1.3,False,1000,True,10,0,0,0,passive
59,1,6,1000,1.3,False,0,True,0,0,2,0,normal
59,2,6,1000,1.3,False,0,True,0,6,2,0,normal
60,0,6,1000,1.3,False,1000,True,0,0,1,1,passive
60,1,6,1000,1.3,False,0,True,0,2,4,1,normal
60,2,6,1000,1.3,False,0,True,0,4,2,1,normal
61,0,6,1000,1.3,False,1000,True,0,3,2,1,passive
61,1,6,1000,1.3,False,0,True,0,3,2,1,normal
61,2,6,1000,1.3,False,0,True,0,0,1,1,normal
62,0,6,1000,1.3,False,1000,True,0,0,1,2,passive
62,1,6,1000,1.3,False,0,True,0,3,2,2,normal
62,2,6,1000,1.3,False,0,True,0,3,4,2,normal
63,0,6,1000,1.3,False,1000,True,0,2,1,1,passive
63,1,6,1000,1.3,False,0,True,11,1,1,1,normal
63,2,6,1000,1.3,False,0,True,13,3,3,1,normal
64,0,6,1000,1.3,False,1000,True,12,2,2,1,passive
64,1,6,1000,1.3,False,0,True,0,2,3,1,normal
64,2,6,1000,1.3,False,0,True,0,2,0,1,normal
65,0,6,1000,1.3,False,1000,True,10,0,0,1,passive
65,1,6,1000,1.3,False,0,True,0,3,5,1,normal
65,2,6,1000,1.3,False,0,True,0,3,2,1,normal
66,0,6,1000,1.3,False,1000,True,0,2,0,0,passive
66,1,6,1000,1.3,False,0,True,0,0,1,0,normal
66,2,6,1000,1.3,False,0,True,14,4,4,0,normal
67,0,6,1000,1.3,False,1000,True,0,1,0,0,passive
67,1,6,1000,1.3,False,0,True,12,2,2,0,normal
67,2,6,1000,1.3,False,0,True,0,3,2,0,normal
68,0,6,1000,1.3,False,1000,True,0,4,2,2,passive
68,1,6,1000,1.3,False,0,True,12,2,2,2,normal
68,2,6,1000,1.3,False,0,True,0,0,1,2,normal
69,0,6,1000,1.3,False,1000,True,0,3,2,2,passive
69,1,6,1000,1.3,False,0,True,0,0,1,2,normal
69,2,6,1000,1.3,False,0,True,0,3,2,2,normal
70,0,6,1000,1.3,False,1000,True,13,3,3,0,passive
70,1,6,1000,1.3,False,0,True,0,2,1,0,normal
70,2,6,1000,1.3,False,0,True,11,1,1,0,normal
71,0,6,1000,1.3,False,1000,True,0,5,3,1,passive
71,1,6,1000,1.3,False,0,True,0,1,2,1,normal
71,2,6,1000,1.3,False,0,True,10,0,0,1,normal
72,0,6,1000,1.3,False,1000,True,0,6,2,0,passive
72,1,6,1000,1.3,False,0,True,0,0,1,0,normal
72,2,6,1000,1.3,False,0,True,0,0,1,0,normal
73,0,6,1000,1.3,False,1000,True,0,3,2,1,passive
73,1,6,1000,1.3,False,0,True,0,3,5,1,normal
73,2,6,1000,1.3,False,0,True,0,0,1,1,normal
74,0,6,1000,1.3,False,1000,True,0,3,0,2,passive
74,1,6,1000,1.3,False,0,True,0,3,2,2,normal
74,2,6,1000,1.3,False,0,True,0,0,5,2,normal
75,0,6,1000,1.3,False,1000,True,12,2,2,1,passive
75,1,6,1000,1.3,False,0,True,0,2,0,1,normal
75,2,6,1000,1.3,False,0,True,0,2,3,1,normal
76,0,6,1000,1.3,False,1000,True,0,5,1,1,passive
76,1,6,1000,1.3,False,0,True,0,0,2,1,normal
76,2,6,1000,1.3,False,0,True,0,1,2,1,normal
77,0,6,1000,1.3,False,1000,True,0,2,0,1,passive
77,1,6,1000,1.3,False,0,True,13,3,3,1,normal
77,2,6,1000,1.3,False,0,True,0,1,2,1,normal
78,0,6,1000,1.3,False,1000,True,0,3,0,0,passive
78,1,6,1000,1.3,False,0,True,12,2,2,0,normal
78,2,6,1000,1.3,False,0,True,0,1,3,0,normal
79,0,6,1000,1.3,False,1000,True,10,0,0,0,passive
79,1,6,1000,1.3,False,0,True,0,1,3,0,normal
79,2,6,1000,1.3,False,0,True,0,5,2,0,normal
80,0,6,1000,1.3,False,1000,True,0,1,0,1,passive
80,1,6,1000,1.3,False,0,True,0,1,2,1,normal
80,2,6,1000,1.3,False,0,True,0,4,3,1,normal
81,0,6,1000,1.3,False,1000,True,0,3,2,2,passive
81,1,6,1000,1.3,False,0,True,0,0,1,2,normal
81,2,6,1000,1.3,False,0,True,0,3,2,2,normal
82,0,6,1000,1.3,False,1000,True,0,1,2,0,passive
82,1,6,1000,1.3,False,0,True,0,3,2,0,normal
82,2,6,1000,1.3,False,0,True,0,2,1,0,normal
83,0,6,1000,1.3,False,1000,True,0,4,0,1,passive
83,1,6,1000,1.3,False,0,True,0,0,3,1,normal
83,2,6,1000,1.3,False,0,True,12,2,2,1,normal
84,0,6,1000,1.3,False,1000,True,0,0,1,2,passive
84,1,6,1000,1.3,False,0,True,0,4,3,2,normal
84,2,6,1000,1.3,False,0,True,0,2,1,2,normal
85,0,6,1000,1.3,False,1000,True,11,1,1,0,passive
85,1,6,1000,1.3,False,0,True,0,4,3,0,normal
85,2,6,1000,1.3,False,0,True,0,1,0,0,normal
86,0,6,1000,1.3,False,1000,True,0,0,1,0,passive
86,1,6,1000,1.3,False,0,True,0,4,2,0,normal
86,2,6,1000,1.3,False,0,True,0,2,1,0,normal
87,0,6,1000,1.3,False,1000,True,10,0,0,0,passive
87,1,6,1000,1.3,False,0,True,13,3,3,0,normal
87,2,6,1000,1.3,False,0,True,0,3,1,0,normal
88,0,6,1000,1.3,False,1000,True,0,0,1,1,passive
88,1,6,1000,1.3,False,0,True,0,4,5,1,normal
88,2,6,1000,1.3,False,0,True,0,2,1,1,normal
89,0,6,1000,1.3,False,1000,True,0,2,0,0,passive
89,1,6,1000,1.3,False,0,True,0,0,1,0,normal
89,2,6,1000,1.3,False,0,True,14,4,4,0,normal
90,0,6,1000,1.3,False,1000,True,13,3,3,0,passive
90,1,6,1000,1.3,False,0,True,0,3,2,0,normal
90,2,6,1000,1.3,False,0,True,10,0,0,0,normal
91,0,6,1000,1.3,False,1000,True,12,2,2,0,passive
91,1,6,1000,1.3,False,0,True,12,2,2,0,normal
91,2,6,1000,1.3,False,0,True,0,2,1,0,normal
92,0,6,1000,1.3,False,1000,True,0,2,0,1,passive
92,1,6,1000,1.3,False,0,True,0,2,5,1,normal
92,2,6,1000,1.3,False,0,True,12,2,2,1,normal
93,0,6,1000,1.3,False,1000,True,13,3,3,1,passive
93,1,6,1000,1.3,False,0,True,13,3,3,1,normal
93,2,6,1000,1.3,False,0,True,0,0,1,1,normal
94,0,6,1000,1.3,False,1000,True,0,4,1,2,passive
94,1,6,1000,1.3,False,0,True,11,1,1,2,normal
94,2,6,1000,1.3,False,0,True,0,1,3,2,normal
95,0,6,1000,1.3,False,1000,True,0,2,1,2,passive
95,1,6,1000,1.3,False,0,True,0,1,2,2,normal
95,2,6,1000,1.3,False,0,True,0,3,2,2,normal
96,0,6,1000,1.3,False,1000,True,0,4,1,1,passive
96,1,6,1000,1.3,False,0,True,0,1,5,1,normal
96,2,6,1000,1.3,False,0,True,11,1,1,1,normal
97,0,6,1000,1.3,False,1000,True,10,0,0,0,passive
97,1,6,1000,1.3,False,0,True,0,5,4,0,normal
97,2,6,1000,1.3,False,0,True,11,1,1,0,normal
98,0,6,1000,1.3,False,1000,True,11,1,1,1,passive
98,1,6,1000,1.3,False,0,True,0,4,3,1,normal
98,2,6,1000,1.3,False,0,True,11,1,1,1,normal
99,0,6,1000,1.3,False,1000,True,0,3,1,1,passive
99,1,6,1000,1.3,False,0,True,0,1,0,1,normal
99,2,6,1000,1.3,False,0,True,0,2,3,1,normal
0,0,6,1000,1.3,False,1000,True,0,3,2,1,normal
0,1,6,1000,1.3,False,0,True,0,2,4,1,normal
0,2,6,1000,1.3,False,0,True,11,1,1,1,normal
1,0,6,1000,1.3,False,1000,True,11,1,1,0,normal
1,1,6,1000,1.3,False,0,True,0,1,2,0,normal
1,2,6,1000,1.3,False,0,True,0,4,2,0,normal
2,0,6,1000,1.3,False,1000,True,10,0,0,0,normal
2,1,6,1000,1.3,False,0,True,0,2,1,0,normal
2,2,6,1000,1.3,False,0,True,0,4,3,0,normal
3,0,6,1000,1.3,False,1000,True,10,0,0,0,normal
3,1,6,1000,1.3,False,0,True,11,1,1,0,normal
3,2,6,1000,1.3,False,0,True,0,5,4,0,normal
4,0,6,1000,1.3,False,1000,True,0,3,2,0,normal
4,1,6,1000,1.3,False,0,True,12,2,2,0,normal
4,2,6,1000,1.3,False,0,True,11,1,1,0,normal
5,0,6,1000,1.3,False,1000,True,0,3,2,2,normal
5,1,6,1000,1.3,False,0,True,0,3,2,2,normal
5,2,6,1000,1.3,False,0,True,10,0,0,2,normal
6,0,6,1000,1.3,False,1000,True,0,3,2,2,normal
6,1,6,1000,1.3,False,0,True,0,3,2,2,normal
6,2,6,1000,1.3,False,0,True,0,0,3,2,normal
7,0,6,1000,1.3,False,1000,True,0,2,1,1,normal
7,1,6,1000,1.3,False,0,True,0,1,4,1,normal
7,2,6,1000,1.3,False,0,True,0,3,2,1,normal
8,0,6,1000,1.3,False,1000,True,11,1,1,0,normal
8,1,6,1000,1.3,False,0,True,0,1,3,0,normal
8,2,6,1000,1.3,False,0,True,0,4,0,0,normal
9,0,6,1000,1.3,False,1000,True,14,4,4,1,normal
9,1,6,1000,1.3,False,0,True,0,0,1,1,normal
9,2,6,1000,1.3,False,0,True,12,2,2,1,normal
10,0,6,1000,1.3,False,1000,True,12,2,2,2,normal
10,1,6,1000,1.3,False,0,True,12,2,2,2,normal
10,2,6,1000,1.3,False,0,True,0,2,1,2,normal
11,0,6,1000,1.3,False,1000,True,0,2,3,1,normal
11,1,6,1000,1.3,False,0,True,0,2,0,1,normal
11,2,6,1000,1.3,False,0,True,12,2,2,1,normal
12,0,6,1000,1.3,False,1000,True,11,1,1,1,normal
12,1,6,1000,1.3,False,0,True,12,2,2,1,normal
12,2,6,1000,1.3,False,0,True,0,3,2,1,normal
13,0,6,1000,1.3,False,1000,True,0,0,1,1,normal
13,1,6,1000,1.3,False,0,True,0,2,4,1,normal
13,2,6,1000,1.3,False,0,True,0,4,2,1,normal
14,0,6,1000,1.3,False,1000,True,14,4,4,0,normal
14,1,6,1000,1.3,False,0,True,0,1,2,0,normal
14,2,6,1000,1.3,False,0,True,11,1,1,0,normal
15,0,6,1000,1.3,False,1000,True,0,0,2,0,normal
15,1,6,1000,1.3,False,0,True,13,3,3,0,normal
15,2,6,1000,1.3,False,0,True,0,3,0,0,normal
16,0,6,1000,1.3,False,1000,True,0,2,3,1,normal
16,1,6,1000,1.3,False,0,True,0,2,1,1,normal
16,2,6,1000,1.3,False,0,True,0,2,1,1,normal
17,0,6,1000,1.3,False,1000,True,0,5,3,2,normal
17,1,6,1000,1.3,False,0,True,11,1,1,2,normal
17,2,6,1000,1.3,False,0,True,0,0,1,2,normal
18,0,6,1000,1.3,False,1000,True,0,0,2,0,normal
18,1,6,1000,1.3,False,0,True,0,5,2,0,normal
18,2,6,1000,1.3,False,0,True,0,1,0,0,normal
19,0,6,1000,1.3,False,1000,True,0,1,2,2,normal
19,1,6,1000,1.3,False,0,True,0,3,2,2,normal
19,2,6,1000,1.3,False,0,True,0,2,1,2,normal
20,0,6,1000,1.3,False,1000,True,10,0,0,2,normal
20,1,6,1000,1.3,False,0,True,0,3,2,2,normal
20,2,6,1000,1.3,False,0,True,13,3,3,2,normal
21,0,6,1000,1.3,False,1000,True,0,1,5,0,normal
21,1,6,1000,1.3,False,0,True,11,1,1,0,normal
21,2,6,1000,1.3,False,0,True,0,4,1,0,normal
22,0,6,1000,1.3,False,1000,True,0,1,0,0,normal
22,1,6,1000,1.3,False,0,True,14,4,4,0,normal
22,2,6,1000,1.3,False,0,True,0,1,0,0,normal
23,0,6,1000,1.3,False,1000,True,11,1,1,1,normal
23,1,6,1000,1.3,False,0,True,0,3,2,1,normal
23,2,6,1000,1.3,False,0,True,12,2,2,1,normal
24,0,6,1000,1.3,False,1000,True,12,2,2,2,normal
24,1,6,1000,1.3,False,0,True,11,1,1,2,normal
24,2,6,1000,1.3,False,0,True,0,3,4,2,normal
25,0,6,1000,1.3,False,1000,True,10,0,0,1,normal
25,1,6,1000,1.3,False,0,True,11,1,1,1,normal
25,2,6,1000,1.3,False,0,True,0,5,4,1,normal
26,0,6,1000,1.3,False,1000,True,0,2,3,2,normal
26,1,6,1000,1.3,False,0,True,0,1,3,2,normal
26,2,6,1000,1.3,False,0,True,0,3,1,2,normal
27,0,6,1000,1.3,False,1000,True,0,0,1,2,normal
27,1,6,1000,1.3,False,0,True,14,4,4,2,normal
27,2,6,1000,1.3,False,0,True,12,2,2,2,normal
28,0,6,1000,1.3,False,1000,True,0,1,2,0,normal
28,1,6,1000,1.3,False,0,True,0,4,2,0,normal
28,2,6,1000,1.3,False,0,True,11,1,1,0,normal
29,0,6,1000,1.3,False,1000,True,0,3,1,2,normal
29,1,6,1000,1.3,False,0,True,0,1,2,2,normal
29,2,6,1000,1.3,False,0,True,12,2,2,2,normal
30,0,6,1000,1.3,False,1000,True,0,4,3,2,normal
30,1,6,1000,1.3,False,0,True,12,2,2,2,normal
30,2,6,1000,1.3,False,0,True,10,0,0,2,normal
31,0,6,1000,1.3,False,1000,True,0,2,3,0,normal
31,1,6,1000,1.3,False,0,True,10,0,0,0,normal
31,2,6,1000,1.3,False,0,True,0,4,2,0,normal
32,0,6,1000,1.3,False,1000,True,0,3,4,0,normal
32,1,6,1000,1.3,False,0,True,0,3,2,0,normal
32,2,6,1000,1.3,False,0,True,0,0,1,0,normal
33,0,6,1000,1.3,False,1000,True,11,1,1,2,normal
33,1,6,1000,1.3,False,0,True,12,2,2,2,normal
33,2,6,1000,1.3,False,0,True,0,3,4,2,normal
34,0,6,1000,1.3,False,1000,True,0,0,1,2,normal
34,1,6,1000,1.3,False,0,True,0,1,3,2,normal
34,2,6,1000,1.3,False,0,True,0,5,3,2,normal
35,0,6,1000,1.3,False,1000,True,11,1,1,2,normal
35,1,6,1000,1.3,False,0,True,0,3,2,2,normal
35,2,6,1000,1.3,False,0,True,12,2,2,2,normal
36,0,6,1000,1.3,False,1000,True,11,1,1,1,normal
36,1,6,1000,1.3,False,0,True,0,1,2,1,normal
36,2,6,1000,1.3,False,0,True,14,4,4,1,normal
37,0,6,1000,1.3,False,1000,True,11,1,1,2,normal
37,1,6,1000,1.3,False,0,True,12,2,2,2,normal
37,2,6,1000,1.3,False,0,True,0,3,2,2,normal
38,0,6,1000,1.3,False,1000,True,11,1,1,2,normal
38,1,6,1000,1.3,False,0,True,0,2,3,2,normal
38,2,6,1000,1.3,False,0,True,13,3,3,2,normal
39,0,6,1000,1.3,False,1000,True,0,1,2,0,normal
39,1,6,1000,1.3,False,0,True,0,2,1,0,normal
39,2,6,1000,1.3,False,0,True,0,3,2,0,normal
40,0,6,1000,1.3,False,1000,True,0,0,2,1,normal
40,1,6,1000,1.3,False,0,True,15,5,5,1,normal
40,2,6,1000,1.3,False,0,True,11,1,1,1,normal
41,0,6,1000,1.3,False,1000,True,11,1,1,1,normal
41,1,6,1000,1.3,False,0,True,0,1,2,1,normal
41,2,6,1000,1.3,False,0,True,0,4,2,1,normal
42,0,6,1000,1.3,False,1000,True,11,1,1,2,normal
42,1,6,1000,1.3,False,0,True,0,3,2,2,normal
42,2,6,1000,1.3,False,0,True,12,2,2,2,normal
43,0,6,1000,1.3,False,1000,True,0,3,2,0,normal
43,1,6,1000,1.3,False,0,True,11,1,1,0,normal
43,2,6,1000,1.3,False,0,True,12,2,2,0,normal
44,0,6,1000,1.3,False,1000,True,11,1,1,1,normal
44,1,6,1000,1.3,False,0,True,0,3,6,1,normal
44,2,6,1000,1.3,False,0,True,0,2,1,1,normal
45,0,6,1000,1.3,False,1000,True,12,2,2,1,normal
45,1,6,1000,1.3,False,0,True,0,2,1,1,normal
45,2,6,1000,1.3,False,0,True,12,2,2,1,normal
46,0,6,1000,1.3,False,1000,True,0,1,3,0,normal
46,1,6,1000,1.3,False,0,True,0,4,1,0,normal
46,2,6,1000,1.3,False,0,True,11,1,1,0,normal
47,0,6,1000,1.3,False,1000,True,13,3,3,1,normal
47,1,6,1000,1.3,False,0,True,0,0,1,1,normal
47,2,6,1000,1.3,False,0,True,0,3,1,1,normal
48,0,6,1000,1.3,False,1000,True,0,1,2,2,normal
48,1,6,1000,1.3,False,0,True,0,4,2,2,normal
48,2,6,1000,1.3,False,0,True,0,1,4,2,normal
49,0,6,1000,1.3,False,1000,True,0,1,0,0,normal
49,1,6,1000,1.3,False,0,True,0,2,3,0,normal
49,2,6,1000,1.3,False,0,True,0,3,2,0,normal
50,0,6,1000,1.3,False,1000,True,0,5,2,1,normal
50,1,6,1000,1.3,False,0,True,10,0,0,1,normal
50,2,6,1000,1.3,False,0,True,0,1,3,1,normal
51,0,6,1000,1.3,False,1000,True,0,4,2,0,normal
51,1,6,1000,1.3,False,0,True,0,0,1,0,normal
51,2,6,1000,1.3,False,0,True,12,2,2,0,normal
52,0,6,1000,1.3,False,1000,True,11,1,1,1,normal
52,1,6,1000,1.3,False,0,True,0,4,3,1,normal
52,2,6,1000,1.3,False,0,True,11,1,1,1,normal
53,0,6,1000,1.3,False,1000,True,0,1,2,2,normal
53,1,6,1000,1.3,False,0,True,14,4,4,2,normal
53,2,6,1000,1.3,False,0,True,11,1,1,2,normal
54,0,6,1000,1.3,False,1000,True,0,1,2,0,normal
54,1,6,1000,1.3,False,0,True,0,4,1,0,normal
54,2,6,1000,1.3,False,0,True,0,1,2,0,normal
55,0,6,1000,1.3,False,1000,True,11,1,1,0,normal
55,1,6,1000,1.3,False,0,True,0,5,4,0,normal
55,2,6,1000,1.3,False,0,True,10,0,0,0,normal
56,0,6,1000,1.3,False,1000,True,0,4,2,2,normal
